Tên Sản Phẩm,Doanh Thu,Ngành Hàng,Thương Hiệu,Link Shop,Ngày Bắt Đầu Bán,Tổng Doanh Số,Tổng Số Đã Bán,Sản Phẩm Samsung,Sàn,Năm,Tháng,Quốc Gia
"Điện Thoại Sony Xperia Xz3 Ram 4G/64G Chính Hãng,Chip: Snapdragon 845 8 Nhân, Màn 6.0 , Quad Hd+ (2K+) - Ggs 03",148578000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/108110554,2022-05,714588120,546,Don't Use,Shopee,2022,05,Nhật Bản
"Điện Thoại Realme 5 Pro 2Sim Ram 8/256G Chính Hãng, Màn: Ips Lcd6.3 Hd+, Chip: Snapdragon 712, Pin 4035Mah - Bnn 01",148496000,Điện Thoại & Máy Tính Bảng,Realme,https://shopee.vn/shop/11171175,2022-04,358710000,240,Don't Use,Shopee,2022,04,Trung Quốc
Điện Thoại Samsung Galaxy S22 - 8Gb/256Gb - Hàng Chính Hãng,148410000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/423152365,2022-03,148410000,9,Samsung Galaxy S22+,Shopee,2022,03,Hàn Quốc
"Điện Thoại Samsung Galaxy S8 Plus 2Sim Ram 4/64G Chính Hãng, Camera Sau: 12 Mp Trước: 8 Mp, Chiến Game Mượt - Bnn 03",148170000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-06,746597000,553,Samsung Galaxy S8+,Shopee,2022,06,Hàn Quốc
"Điện Thoại Samsung Galaxy S20 Plus 5G 2Sim Chính Hãng Ram 12G Rom 128G, Màn 6.7Inch, Cày Game Siêu Mượt Mà - Bcc 05",147867000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/25143432,2022-08,1749159000,391,Samsung Galaxy S20+,Shopee,2022,08,Hàn Quốc
Điện Thoại Oppo F7 Mới Tinh Chính Hãng Nhập Khẩu 64Gb Ram4,147850000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/48782032,2020-06,2393305750,994,Don't Use,Shopee,2020,06,Trung Quốc
"Điện Thoại Samsung Galaxy S9 Plus 2Sim Ram 6G/64G, Màn Hình: Super Amoled, 6.2 , Quad Hd+ (2K+), Máy Chính Hãng - Bnn 01",147250000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-04,521145000,336,Samsung Galaxy S9+,Shopee,2022,04,Hàn Quốc
"Điện Thoại Chính Hãng Oppo A91 2022 Máy 2Sim Ram 8G/256G, Camera Sau: Chính 48 Mp & Phụ 8 Mp, 2 Mp, 2 Mp - Bnn 02",147205000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,307203000,224,Don't Use,Shopee,2023,02,Trung Quốc
"Điện Thoại Chính Hãng Vivo Y17 2Sim Ram 8/256G,Camera Trước: 20 Mp, Màn Hình: Ips Lcd6.35 Hd+, Cày Game Mượt - Bnn 01",147015000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/11171175,2022-04,833647000,561,Don't Use,Shopee,2022,04,Trung Quốc
[ Rẻ Hủy Diệt ] Điện Thoại Samsung Galaxy S9 Plus 2Sim (6G/64G) Chính Hãng - Màn Hình Vô Cực 6.2Inch - Bnn 05,146304000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-11,507812000,339,Samsung Galaxy S9+,Shopee,2021,11,Hàn Quốc
Điện Thoại Xiaomi Redmi Note 12 Pro 5G 128Gb/256Gb Nfc Màn Hình Oled 1080 50Mp Camera 67W,145709000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/869110012,2023-06,864351000,116,Don't Use,Shopee,2023,06,Trung Quốc
"Điện Thoại Oppo A52 Chính Hãng 2Sim Ram 8 Rom 256G, Cấu Hình Mạnh Đỉnh Cày Pubg/Liên Quân/Free Fire/Tiktok Siêu Mượt",145606000,Điện Thoại & Máy Tính Bảng,Oppo,https://www.lazada.vn/tay-nguyen-store-47,2022-09,204512000,70,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Vivo Y22S 2Sim Ram 8G/256G Chính Hãng, Cấu Hình Cpu Siêu Cao Cấp, Đánh Mọi Game Nặng Chất - Bcc 05",145510000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/25143432,2022-11,572162000,574,Don't Use,Shopee,2022,11,Trung Quốc
"[ Rẻ Hủy Diệt ] Điện Thoại Samsung Galaxy A20 Chính Hãng, Máy 2Sim Ram 4G Rom 64G, Camera Siêu Nét - Ggs 02",145459000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-02,797267330,704,Samsung Galaxy A20,Shopee,2022,02,Hàn Quốc
"Điện Thoại Samsung Galaxy A70 Chính Hãng 2Sim Ram 6/128G, Màn 6.7 Full Hd+ Camera Sau:2 Mp & 8 Mp, 5Mp - Ggs 01",145448000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-10,566643690,446,Samsung Galaxy A70,Shopee,2022,10,Hàn Quốc
"Điện Thoại Samsung Galaxy S8 Máy 2Sim Ram 4G/64G Hàng Chính Hãng, Cấu Hình Mạnh, Cân Mọi Game Chất - Bnn 02",145376000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2022-06,332740000,256,Samsung Galaxy S8+,Shopee,2022,06,Hàn Quốc
"Điện Thoại Vsmart Star Chính Hãng 2Sim Ram 2G/16G, Màn Hình: Ips Lcd5.7 Hd+, Chiến Game Chất Lừ - Bcc 06",144829300,Điện Thoại & Máy Tính Bảng,Vsmart,https://shopee.vn/shop/25143432,2022-10,418880800,682,Don't Use,Shopee,2022,10,Việt Nam
"Điện Thoại Xiaomi Xiaomi 11 Lite 5G Ne 2Sim Ram 8G Bộ Nhớ 128G Chính Hãng, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",143952000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://www.lazada.vn/tay-nguyen-store-47,2022-09,260913000,87,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Samsung Galaxy S7 Edge 2Sim Ram 4G/32G Mới Zin, Chính Hãng, Cày Pubg/Liên Quân - Bcc 05",143553000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/25143432,2022-02,508233000,857,Samsung Galaxy S7 Edge,Shopee,2022,02,Hàn Quốc
"Điện Thoại Samsung Galaxy J7 Pro 2Sim (3Gb/32Gb) Mới Zin 100%, Camera Sắc Nét, Cày Zalo Tiktok Fb Youtube - Ggs 01",143504000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2020-02,1172057860,950,Samsung Galaxy J7 Pro,Shopee,2020,02,Hàn Quốc
"Điện Thoại Chính Hãng Samsung Galaxy S8 2Sim Bộ Nhớ 64G Ram 4G, Màn Hình Vô Cực 5.8Inch - Bnn 02",142989000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-11,773684000,596,Samsung Galaxy S8+,Shopee,2021,11,Hàn Quốc
"Điện Thoại Vivo Y19 2Sim Ram 8G/256G, Máy Chính Hãng,Camera Sau: Chính 16 Mp & Phụ 8 Mp, 2 Mp, Cày Game Mượt Bnn 02",142670000,Điện Thoại & Máy Tính Bảng,Vivo,https://shopee.vn/shop/11171175,2022-06,364113000,281,Don't Use,Shopee,2022,06,Trung Quốc
"Điện Thoại Chính Hãng Oppo Reno4 Z Bản 5G Máy 2Sim Ram 12G/512G, Màn 6.57Inch, Camera Siêu Nét - Ggs 03",142386000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2023-03,569005000,456,Don't Use,Shopee,2023,03,Trung Quốc
"Điện Thoại Xiaomi Mi 11 Lite 5G Snapdragon 780G, Thiết Kế Siêu Mỏng, Camera Ai 64 Mp",142100000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/204574220,2022-11,661662000,165,Don't Use,Shopee,2022,11,Trung Quốc
[Nhập Elssmx7 Giảm 7% Tối Đa 500K] Điện Thoại Samsung Galaxy A14 Lte (4Gb/128Gb),141910000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/65589552,2023-03,1839000000,500,Samsung Galaxy A14,Shopee,2023,03,Hàn Quốc
"Điện Thoại Samsung Galaxy A70 Chính Hãng 2Sim Ram 6G/128G, Màn 6.7Inch, Cày Game Nặng Chất - Ggs 02",141909000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/108110554,2022-12,504350060,487,Samsung Galaxy A70,Shopee,2022,12,Hàn Quốc
Điện Thoại Xiaomi Redmi Note 12 Pro 4G 8Gb + 128Gb 732G 6.67  Fhd + Camera Chính 5000Mah 67W,141576000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/869110012,2023-06,389624000,65,Don't Use,Shopee,2023,06,Trung Quốc
Điện Thoại Samsung Galaxy A20 2Sim Ram 3G/32G Mới Chính Hãng - Chiến Pubg/Free Fire Mượt - Bnn 03,141137000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2021-03,307256000,249,Samsung Galaxy A20,Shopee,2021,03,Hàn Quốc
"Điện Thoại Oppo Reno2 Z - Oppo Reno 2Z 2Sim Ram 8G Rom 256G Chính Hãng, Màn 6.5'', Cày Game Siêu Mượt - Ggs 03",140859000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/108110554,2022-08,557861030,559,Don't Use,Shopee,2022,08,Trung Quốc
Điện Thoại Xiaomi Mi 10 5G Màn Amoled 90Hz - Snap 865 Ram 8G 128G,140844000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/49282974,2023-03,550172000,129,Don't Use,Shopee,2023,03,Trung Quốc
"Điện Thoại Giá Rẻ Oppo A95 5G Chính Hãng 2Sim Ram 12/512G, Cấu Hình Mạnh Đỉnh Cày Pubg/Liên Quân/Free Fire/Tiktok Siêu Mượt",140712000,Điện Thoại & Máy Tính Bảng,Oppo,https://www.lazada.vn/tay-nguyen-store-47,2022-09,198276000,62,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Lg V50 Thinq Ram 6G/128G Mới Chính Hãng, Chiến Pubg/Liên Quân Ngon Lành, Bảo Hành 12 Tháng - Bcc 06",140525000,Điện Thoại & Máy Tính Bảng,Lg,https://shopee.vn/shop/25143432,2022-02,766485500,376,Don't Use,Shopee,2022,02,Hàn Quốc
"Điện Thoại Realme 6 Chính Hãng 2Sim Ram 8G/256G, Màn Hình: Ips Lcd6.5 Full Hd+, Camera Sau: Chính 64 Mp & Phụ 8 Mp, 2 Mp, 2 Mp, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",139365000,Điện Thoại & Máy Tính Bảng,Realme,https://www.lazada.vn/tay-nguyen-store-47,2022-09,297912000,96,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Samsung Galaxy A71 2Sim Ram 8G/128G Máy Chính Hãng, Cày Game Nặng Mượt - Bnn 03",138639000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/11171175,2023-02,300609000,241,Samsung Galaxy A71,Shopee,2023,02,Hàn Quốc
"Điện Thoại Xiaomi Redmi Note 5 Pro 2Sim (3Gb/32Gb) Chính Hãng - Có Tiếng Việt, Bảo Hành 12 Tháng - Bcc 05",138442000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://shopee.vn/shop/25143432,2022-02,577137000,471,Don't Use,Shopee,2022,02,Trung Quốc
"[ Rẻ Không Tưởng ] Điện Thoại Realme 10 Pro 5G Chính Hãng 2Sim Ram 4G/128G, Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",138411000,Điện Thoại & Máy Tính Bảng,Realme,https://www.lazada.vn/tay-nguyen-store-47,2022-09,361998000,102,Don't Use,Don't Use,2022,09,Trung Quốc
"Điện Thoại Samsung Galaxy A30 2Sim Ram 3G/32Gb, Máy Chính Hãng, Chiến Free/Pubg/Liên Quân Chất Đỉnh - Tnn 02",138000000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/48782032,2020-10,2710992000,917,Samsung Galaxy A30,Shopee,2020,10,Hàn Quốc
Điện Thoại Samsung Galaxy S23 8Gb/128Gb - Độc Quyền Online,137930000,Điện Thoại & Máy Tính Bảng,Samsung,https://shopee.vn/shop/843663249,2023-01,218890000,11,Samsung Galaxy S23,Shopee,2023,01,Hàn Quốc
Điện Thoại Nokia C21 Plus 2Gb/32Gb - Hàng Chính Hãng,137873000,Điện Thoại & Máy Tính Bảng,Nokia,https://shopee.vn/shop/193124085,2022-05,704951000,389,Don't Use,Shopee,2022,05,Phần Lan
"Rẻ Như Rẻ Điện Thoại Sony Xperia Xz1 Ram 4G/64G Chính Hãng Mới Zin, Cpu Snap 835 8 Nhân - Bnn 06",137694000,Điện Thoại & Máy Tính Bảng,Sony,https://shopee.vn/shop/11171175,2020-08,17783092000,7477,Don't Use,Shopee,2020,08,Nhật Bản
"Điện Thoại Chính Hãng Oppo A53 2020 2Sim Ram 8G/256G Máy Chính Hãng, Cấu Hình Cao, Cày Game Mượt - Bnn 01",137625000,Điện Thoại & Máy Tính Bảng,Oppo,https://shopee.vn/shop/11171175,2023-02,185623000,135,Don't Use,Shopee,2023,02,Trung Quốc
"Điện Thoại Giá Rẻ Xiaomi Redmi Note 11 Chính Hãng 2Sim Ram6G Bộ Nhớ 128G, Camera Sau: Chính 48 Mp & Phụ 2 Mp, 2 Mp,Cấu Hình Chip Cao Mạnh Mẽ Cày Liên Quân- Pubg-Free Fire-Tiktok Siêu Mượt",137557000,Điện Thoại & Máy Tính Bảng,Xiaomi,https://www.lazada.vn/tay-nguyen-store-47,2022-09,364686000,114,Don't Use,Don't Use,2022,09,Trung Quốc
